,alpha,sigma,only_negative_disturbances,add_short_timescale,ews,p_linear,p_kendalltau,p_theilsen,p_kendalltau_adj,valid
199,2.0,0.1,False,True,ac1_thresh,0.1036842105263158,0.09578947368421052,0.1,0.0,1.0
200,2.0,0.1,False,True,iqr,0.09263157894736843,0.08473684210526315,0.07842105263157895,0.0,1.0
201,2.0,0.1,False,True,iqr_thresh,0.09263157894736843,0.08473684210526315,0.07842105263157895,0.0,1.0
202,2.0,0.1,False,True,std_dev,0.10473684210526316,0.10052631578947369,0.09421052631578947,0.0,1.0
203,2.0,0.1,False,True,std_dev_thresh,0.10473684210526316,0.10052631578947369,0.09421052631578947,0.0,1.0
204,2.0,0.1,True,True,ac1,0.0968421052631579,0.08947368421052632,0.09473684210526316,0.0,1.0
205,2.0,0.1,True,True,ac1_thresh,0.09631578947368422,0.09,0.09473684210526316,0.0,1.0
206,2.0,0.1,True,True,iqr,0.16473684210526315,0.15105263157894736,0.10684210526315789,0.0,1.0
207,2.0,0.1,True,True,iqr_thresh,0.16421052631578947,0.15105263157894736,0.10684210526315789,0.0,1.0
208,2.0,0.1,True,True,std_dev,0.15894736842105264,0.14789473684210527,0.1336842105263158,0.0,1.0
209,2.0,0.1,True,True,std_dev_thresh,0.15947368421052632,0.14842105263157895,0.13421052631578947,0.0,1.0
210,2.0,0.2,False,True,ac1,0.10580021482277122,0.09720730397422127,0.1004296455424275,0.0,0.98
211,2.0,0.2,False,True,ac1_thresh,0.10687432867883996,0.09828141783029001,0.09935553168635876,0.0,0.98
212,2.0,0.2,False,True,iqr,0.09398496240601503,0.08539205155746508,0.08324382384532761,0.0,0.98
213,2.0,0.2,False,True,iqr_thresh,0.09344790547798067,0.08431793770139635,0.08163265306122448,0.0,0.98
214,2.0,0.2,False,True,std_dev,0.10257787325456498,0.10257787325456498,0.09129967776584318,0.0005370569280343716,0.98
215,2.0,0.2,False,True,std_dev_thresh,0.10311493018259936,0.10257787325456498,0.09237379162191192,0.0005370569280343716,0.98
216,2.0,0.2,True,True,ac1,0.09774436090225563,0.09076262083780881,0.09076262083780881,0.0,0.98
217,2.0,0.2,True,True,ac1_thresh,0.0929108485499463,0.08968850698174007,0.08485499462943072,0.0,0.98
218,2.0,0.2,True,True,iqr,0.16595059076262084,0.15306122448979592,0.10580021482277122,0.0,0.98
219,2.0,0.2,True,True,iqr_thresh,0.16595059076262084,0.15413533834586465,0.10365198711063373,0.0,0.98
220,2.0,0.2,True,True,std_dev,0.158968850698174,0.1439312567132116,0.1326530612244898,0.0,0.98
221,2.0,0.2,True,True,std_dev_thresh,0.15950590762620837,0.14285714285714285,0.12943071965628355,0.0,0.98
222,2.0,0.5,False,True,ac1,0.12074303405572756,0.09907120743034056,0.07739938080495357,0.0,0.17
223,2.0,0.5,False,True,ac1_thresh,0.1238390092879257,0.11455108359133127,0.08668730650154799,0.0,0.17026884554559832
224,2.0,0.5,False,True,iqr,0.07739938080495357,0.0804953560371517,0.06501547987616099,0.0,0.1701791359325606
225,2.0,0.5,False,True,iqr_thresh,0.06501547987616099,0.07739938080495357,0.06501547987616099,0.0,0.17026884554559832
226,2.0,0.5,False,True,std_dev,0.11455108359133127,0.11145510835913312,0.07430340557275542,0.0,0.17
227,2.0,0.5,False,True,std_dev_thresh,0.11764705882352941,0.11145510835913312,0.07430340557275542,0.0,0.17026884554559832
228,2.0,0.5,True,True,ac1,0.0935672514619883,0.08771929824561403,0.09941520467836257,0.0,0.09
229,2.0,0.5,True,True,ac1_thresh,0.09941520467836257,0.08187134502923976,0.10526315789473684,0.0,0.09062003179650238
230,2.0,0.5,True,True,iqr,0.14619883040935672,0.14035087719298245,0.08187134502923976,0.0,0.09198493813878429
231,2.0,0.5,True,True,iqr_thresh,0.14619883040935672,0.14035087719298245,0.08187134502923976,0.0,0.09052408681842244
232,2.0,0.5,True,True,std_dev,0.14035087719298245,0.15204678362573099,0.13450292397660818,0.0,0.09
233,2.0,0.5,True,True,std_dev_thresh,0.11695906432748537,0.14619883040935672,0.11695906432748537,0.0,0.09047619047619047
